School Code,School Name,DET Geographic Region,Local Government Area,Centre Type,School Category,State Electorate,Collection Year
1954,Yugumbir State School,South East,Logan (C),State School,Primary,Logan,2014
372,Yuleba State School,Darling Downs South West,Maranoa (R),State School,Primary,Warrego,2014
1002,Yungaburra State School,Far North Queensland,Tablelands (R),State School,Primary,Dalrymple,2014
275,Zillmere State School,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2014
591,Abercorn State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2015
1275,Abergowrie State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2015
25,Acacia Ridge State School,Metropolitan,Brisbane (C),State School,Primary,Sunnybank,2015
1983,Agnes Water State School,North Coast,Gladstone (R),State School,Primary,Burnett,2015
598,Airville State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2015
801,Aitkenvale State School,North Queensland,Townsville (C),State School,Primary,Mundingburra,2015
2155,Albany Creek State High School,Metropolitan,Moreton Bay (R),State High School,Secondary,Everton,2015
190,Albany Creek State School,Metropolitan,Moreton Bay (R),State School,Primary,Everton,2015
1892,Albany Hills State School,Metropolitan,Moreton Bay (R),State School,Primary,Everton,2015
38,Albert State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2015
2017,Aldridge State High School,North Coast,Fraser Coast (R),State High School,Secondary,Maryborough,2015
1963,Alexandra Bay State School,Far North Queensland,Douglas (S),State School,Primary,Cook,2015
2175,Alexandra Hills State High School,South East,Redland (C),State High School,Secondary,Capalaba,2015
405,Alexandra Hills State School,South East,Redland (C),State School,Primary,Capalaba,2015
1866,Algester State School,Metropolitan,Brisbane (C),State School,Primary,Algester,2015
155,Allenstown State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2015
773,Alligator Creek State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2015
3,Allora P-10 State School,Darling Downs South West,Southern Downs (R),State School,Combined,Southern Downs,2015
430,Alloway State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
870,Aloomba State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2015
517,Alpha State School,Central Queensland,Barcaldine (R),State School,Combined,Gregory,2015
1719,Amamoor State School,North Coast,Gympie (R),State School,Primary,Gympie,2015
115,Amberley District State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2015
1415,Ambrose State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
1629,Amiens State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
474,Anakie State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
1572,Andergrove State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2015
440,Annandale State School,North Queensland,Townsville (C),State School,Primary,Mundingburra,2015
1294,Applethorpe State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
312,Aramac State School,Central Queensland,Barcaldine (R),State School,Combined,Gregory,2015
1266,Aratula State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2015
813,Arcadia Valley State School,Darling Downs South West,Central Highlands (R),State School,Primary,Gregory,2015
1997,Arundel State School,South East,Gold Coast (C),State School,Primary,Southport,2015
296,Ascot State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2015
186,Ashgrove State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2015
1871,Ashmore State School,South East,Gold Coast (C),State School,Primary,Surfers Paradise,2015
512,Ashwell State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2015
1004,Aspley East State School,Metropolitan,Brisbane (C),State School,Primary,Aspley,2015
3031,Aspley Special School,Metropolitan,Brisbane (C),Special School,Special,Aspley,2015
2076,Aspley State High School,Metropolitan,Brisbane (C),State High School,Secondary,Aspley,2015
610,Aspley State School,Metropolitan,Brisbane (C),State School,Primary,Aspley,2015
2051,Atherton State High School,Far North Queensland,Tablelands (R),State High School,Secondary,Dalrymple,2015
789,Atherton State School,Far North Queensland,Tablelands (R),State School,Primary,Dalrymple,2015
357,Augathella State School,Darling Downs South West,Murweh (S),State School,Primary,Warrego,2015
7120,Augusta State School,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2015
2078,Aviation High,Metropolitan,Brisbane (C),State High School,Secondary,Clayfield,2015
1901,Avoca State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2015
572,Avondale State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
908,Ayr East State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2015
2008,Ayr State High School,North Queensland,Burdekin (S),State High School,Secondary,Burdekin,2015
451,Ayr State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2015
1466,Babinda State School,Far North Queensland,Cairns (R),State School,Combined,Mulgrave,2015
317,Back Plains State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
906,Bajool State School,Central Queensland,Rockhampton (R),State School,Primary,Mirani,2015
1689,Balaclava State School,Far North Queensland,Cairns (R),State School,Primary,Cairns,2015
4,Bald Hills State School,Metropolitan,Brisbane (C),State School,Primary,Aspley,2015
1164,Ballandean State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
2043,Balmoral State High School,Metropolitan,Brisbane (C),State High School,Secondary,Bulimba,2015
1367,Bambaroo State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2015
521,Banana State School,Central Queensland,Banana (S),State School,Primary,Callide,2015
1989,Banksia Beach State School,North Coast,Moreton Bay (R),State School,Primary,Pumicestone,2015
1605,Baralaba State School,Central Queensland,Banana (S),State School,Combined,Callide,2015
531,Barcaldine Prep-12 State School,Central Queensland,Barcaldine (R),State School,Combined,Gregory,2015
1041,Bardon State School,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2015
702,Bargara State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
777,Barkly Highway State School,North Queensland,Mount Isa (C),State School,Primary,Mount Isa,2015
3056,Barrett Adolescent Centre Special School,Metropolitan,Brisbane (C),Special School,Special,Yeerongpilly,2015
1730,Bartle Frere State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2015
387,Bauhinia State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
966,Bauple State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2015
1798,Bay View State School,South East,Redland (C),State School,Primary,Cleveland,2015
1961,Beachmere State School,North Coast,Moreton Bay (R),State School,Primary,Pumicestone,2015
1672,Beaconsfield State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2015
2083,Beaudesert State High School,South East,Scenic Rim (R),State High School,Secondary,Beaudesert,2015
158,Beaudesert State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2015
1019,Bedourie State School,Central Queensland,Diamantina (S),State School,Primary,Mount Isa,2015
681,Beechmont State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2015
3051,Beenleigh Special School,South East,Logan (C),Special School,Special,Albert,2015
2084,Beenleigh State High School,South East,Logan (C),State High School,Secondary,Waterford,2015
6,Beenleigh State School,South East,Logan (C),State School,Primary,Waterford,2015
1598,Beerburrum State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2015
2109,Beerwah State High School,North Coast,Sunshine Coast (R),State High School,Secondary,Caloundra,2015
569,Beerwah State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2015
187,Begonia State School,Darling Downs South West,Maranoa (R),State School,Primary,Warrego,2015
509,Belgian Gardens State School,North Queensland,Townsville (C),State School,Primary,Townsville,2015
781,Bell State School,Darling Downs South West,Western Downs (R),State School,Combined,Condamine,2015
1768,Bellenden Ker State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2015
1925,Bellevue Park State School,South East,Gold Coast (C),State School,Primary,Surfers Paradise,2015
226,Belmont State School,Metropolitan,Brisbane (C),State School,Primary,Chatsworth,2015
393,Benaraby State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
1631,Benarkin State School,Darling Downs South West,South Burnett (R),State School,Primary,Nanango,2015
2150,Benowa State High School,South East,Gold Coast (C),State High School,Secondary,Surfers Paradise,2015
481,Benowa State School,South East,Gold Coast (C),State School,Primary,Surfers Paradise,2015
452,Bentley Park College,Far North Queensland,Cairns (R),State School,Combined,Mulgrave,2015
1867,Berrinba East State School,South East,Logan (C),State School,Primary,Woodridge,2015
1546,Berserker Street State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2015
996,Biboohra State School,Far North Queensland,Mareeba (S),State School,Primary,Cook,2015
1663,Biddeston State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
666,Biggenden State School,Central Queensland,North Burnett (R),State School,Combined,Callide,2015
65,Biggera Waters State School,South East,Gold Coast (C),State School,Primary,Broadwater,2015
2085,Biloela State High School,Central Queensland,Banana (S),State High School,Secondary,Callide,2015
1822,Biloela State School,Central Queensland,Banana (S),State School,Primary,Callide,2015
1397,Binjour Plateau State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2015
1679,Birdsville State School,Central Queensland,Diamantina (S),State School,Primary,Mount Isa,2015
1915,Birkdale South State School,South East,Redland (C),State School,Primary,Capalaba,2015
1545,Birkdale State School,South East,Redland (C),State School,Primary,Capalaba,2015
299,Blackall State School,Central Queensland,Blackall Tambo (R),State School,Combined,Gregory,2015
739,Blackbutt State School,Darling Downs South West,South Burnett (R),State School,Primary,Nanango,2015
1891,Blackwater North State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
2134,Blackwater State High School,Central Queensland,Central Highlands (R),State High School,Secondary,Gregory,2015
396,Blackwater State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
1565,Blair State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2015
316,Blenheim State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2015
952,Bli Bli State School,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2015
1173,Bloomfield River State School,Far North Queensland,Cook (S),State School,Primary,Cook,2015
981,Bloomsbury State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2015
612,Bluewater State School,North Queensland,Townsville (C),State School,Primary,Hinchinbrook,2015
344,Bluff State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
1299,Bohlevale State School,North Queensland,Townsville (C),State School,Primary,Hinchinbrook,2015
425,Bollon State School,Darling Downs South West,Balonne (S),State School,Primary,Warrego,2015
2105,Boonah State High School,South East,Scenic Rim (R),State High School,Secondary,Beaudesert,2015
333,Boonah State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2015
1603,Boondall State School,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2015
1542,Booyal Central State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
1981,Boronia Heights State School,South East,Logan (C),State School,Primary,Algester,2015
899,Bororen State School,Central Queensland,Gladstone (R),State School,Primary,Burnett,2015
57,Bouldercombe State School,Central Queensland,Rockhampton (R),State School,Primary,Mirani,2015
595,Boulia State School,North Queensland,Boulia (S),State School,Primary,Mount Isa,2015
6134,Bounty Boulevard State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2015
2065,Bowen State High School,North Queensland,Whitsunday (R),State High School,Secondary,Burdekin,2015
10,Bowen State School,North Queensland,Whitsunday (R),State School,Primary,Burdekin,2015
815,Bowenville State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
1191,Boyne Island State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
1465,Boynewood State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2015
2118,Bracken Ridge State High School,Metropolitan,Brisbane (C),State High School,Secondary,Sandgate,2015
772,Bracken Ridge State School,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2015
466,Brandon State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2015
1066,Branyan Road State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2015
571,Brassall State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2015
2173,Bray Park State High School,North Coast,Moreton Bay (R),State High School,Secondary,Pine Rivers,2015
339,Bray Park State School,North Coast,Moreton Bay (R),State School,Primary,Pine Rivers,2015
2050,Bremer State High School,Metropolitan,Ipswich (C),State High School,Secondary,Ipswich,2015
2181,Bribie Island State High School,North Coast,Moreton Bay (R),State High School,Secondary,Pumicestone,2015
540,Bribie Island State School,North Coast,Moreton Bay (R),State School,Primary,Pumicestone,2015
1133,Brigalow State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2015
1669,Brighton State School,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2015
7573,Brightwater State School,North Coast,Sunshine Coast (R),State School,Primary,Buderim,2015
2104,Brisbane Bayside State College,Metropolitan,Brisbane (C),State High School,Secondary,Lytton,2015
207,Brisbane Central State School,Metropolitan,Brisbane (C),State School,Primary,Brisbane Central,2015
3605,Brisbane School of Distance Education,Metropolitan,Brisbane (C),School of Distance Education,Combined,Greenslopes,2015
2003,Brisbane State High School,Metropolitan,Brisbane (C),State High School,Secondary,South Brisbane,2015
2294,Brisbane Youth Education and Training Centre,Metropolitan,Brisbane (C),School of Distance Education,Combined,Inala,2015
1381,Broadbeach State School,South East,Gold Coast (C),State School,Primary,Mermaid Beach,2015
1071,Broadwater State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
16,Brookfield State School,Metropolitan,Brisbane (C),State School,Primary,Moggill,2015
311,Brookstead State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
1035,Brooweena State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2015
2164,Browns Plains State High School,South East,Logan (C),State High School,Secondary,Logan,2015
1922,Browns Plains State School,South East,Logan (C),State School,Primary,Logan,2015
1939,Bucasia State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2015
1888,Buddina State School,North Coast,Sunshine Coast (R),State School,Primary,Kawana,2015
223,Buderim Mountain State School,North Coast,Sunshine Coast (R),State School,Primary,Buderim,2015
1124,Builyan State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
17,Bulimba State School,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2015
962,Bullyard State School,North Coast,Bundaberg (R),State School,Primary,Callide,2015
18,Bundaberg Central State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2015
497,Bundaberg East State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2015
2019,Bundaberg North State High School,North Coast,Bundaberg (R),State High School,Secondary,Bundaberg,2015
161,Bundaberg North State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2015
637,Bundaberg South State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2015
3029,Bundaberg Special School,North Coast,Bundaberg (R),Special School,Special,Bundaberg,2015
2004,Bundaberg State High School,North Coast,Bundaberg (R),State High School,Secondary,Bundaberg,2015
1836,Bundaberg West State School,North Coast,Bundaberg (R),State School,Primary,Bundaberg,2015
19,Bundamba State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2015
2130,Bundamba State Secondary College,Metropolitan,Ipswich (C),State High School,Secondary,Bundamba,2015
1508,Bungunya State School,Darling Downs South West,Goondiwindi (R),State School,Primary,Southern Downs,2015
853,Bunker's Hill State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
894,Buranda State School,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2015
3003,Burdekin School,North Queensland,Burdekin (S),Special School,Special,Burdekin,2015
530,Burketown State School,North Queensland,Burke (S),State School,Primary,Mount Isa,2015
1568,Burleigh Heads State School,South East,Gold Coast (C),State School,Primary,Burleigh,2015
319,Burnett Heads State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
2089,Burnett State College,Central Queensland,North Burnett (R),State High School,Secondary,Callide,2015
2145,Burnside State High School,North Coast,Sunshine Coast (R),State High School,Secondary,Nicklin,2015
1873,Burnside State School,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2015
5553,Burpengary Meadows State School,North Coast,Moreton Bay (R),State School,Primary,Morayfield,2015
601,Burpengary State School,North Coast,Moreton Bay (R),State School,Primary,Morayfield,2015
9676,Burpengary State Secondary College,North Coast,Moreton Bay (R),State High School,Secondary,Kallangur,2015
1129,Burra Burri State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2015
1966,Burrowes State School,South East,Logan (C),State School,Primary,Woodridge,2015
1427,Butchers Creek State School,Far North Queensland,Tablelands (R),State School,Primary,Dalrymple,2015
379,Bwgcolman Community School,North Queensland,Palm Island (S),Community School,Combined,Townsville,2015
1318,Byfield State School,Central Queensland,Livingstone (S),State School,Primary,Keppel,2015
1047,Bymount East State School,Darling Downs South West,Maranoa (R),State School,Primary,Warrego,2015
1903,Caboolture East State School,North Coast,Moreton Bay (R),State School,Primary,Pumicestone,2015
3045,Caboolture Special School,North Coast,Moreton Bay (R),Special School,Special,Morayfield,2015
2066,Caboolture State High School,North Coast,Moreton Bay (R),State High School,Secondary,Pumicestone,2015
369,Caboolture State School,North Coast,Moreton Bay (R),State School,Primary,Pumicestone,2015
3601,Cairns School of Distance Education,Far North Queensland,Cairns (R),School of Distance Education,Combined,Cairns,2015
2005,Cairns State High School,Far North Queensland,Cairns (R),State High School,Secondary,Cairns,2015
1522,Cairns West State School,Far North Queensland,Cairns (R),State School,Primary,Cairns,2015
1699,Calamvale Community College,Metropolitan,Brisbane (C),State School,Combined,Stretton,2015
3055,Calamvale Special School,Metropolitan,Brisbane (C),Special School,Special,Stretton,2015
1550,Calen District State College,Central Queensland,Mackay (R),State School,Combined,Whitsunday,2015
20,Calliope State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
2116,Caloundra State High School,North Coast,Sunshine Coast (R),State High School,Secondary,Caloundra,2015
859,Caloundra State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2015
196,Cambooya State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
483,Cameron Downs State School,North Queensland,Flinders (S),State School,Primary,Mount Isa,2015
352,Camira State School,Metropolitan,Ipswich (C),State School,Primary,Inala,2015
714,Camooweal State School,North Queensland,Mount Isa (C),State School,Primary,Mount Isa,2015
1854,Camp Hill State Infants and Primary School,Metropolitan,Brisbane (C),State School,Primary,Chatsworth,2015
1967,Caningeraba State School,South East,Gold Coast (C),State School,Primary,Burleigh,2015
1476,Cannon Hill State School,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2015
589,Cannonvale State School,North Queensland,Whitsunday (R),State School,Primary,Whitsunday,2015
566,Canungra State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2015
5534,Capalaba State College,South East,Redland (C),State School,Combined,Capalaba,2015
8009,Cape York Aboriginal Australian Academy,Far North Queensland,Cairns (R),State School,Primary,Cairns,2015
2182,Capella State High School,Central Queensland,Central Highlands (R),State High School,Secondary,Gregory,2015
410,Capella State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
3612,Capricornia (Emerald Campus) School of Distance Education,Central Queensland,Central Highlands (R),School of Distance Education,Combined,Gregory,2015
927,Caravonica State School,Far North Queensland,Cairns (R),State School,Primary,Barron River,2015
278,Carbrook State School,South East,Logan (C),State School,Primary,Redlands,2015
136,Cardwell State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2015
1552,Carina State School,Metropolitan,Brisbane (C),State School,Primary,Chatsworth,2015
1806,Carmila State School,Central Queensland,Isaac (R),State School,Primary,Mirani,2015
1044,Carole Park State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2015
2025,Cavendish Road State High School,Metropolitan,Brisbane (C),State High School,Secondary,Greenslopes,2015
135,Cawarral State School,Central Queensland,Livingstone (S),State School,Primary,Keppel,2015
734,Cecil Plains State School,Darling Downs South West,Toowoomba (R),State School,Combined,Southern Downs,2015
160,Cedar Creek State School,South East,Gold Coast (C),State School,Primary,Albert,2015
2121,Centenary Heights State High School,Darling Downs South West,Toowoomba (R),State High School,Secondary,Toowoomba South,2015
1668,Centenary State High School,Metropolitan,Brisbane (C),State High School,Secondary,Mount Ommaney,2015
2282,Chancellor State College,North Coast,Sunshine Coast (R),State School,Combined,Kawana,2015
1872,Chapel Hill State School,Metropolitan,Brisbane (C),State School,Primary,Moggill,2015
3602,Charleville School of Distance Education,Darling Downs South West,Murweh (S),School of Distance Education,Combined,Warrego,2015
2068,Charleville State High School,Darling Downs South West,Murweh (S),State High School,Secondary,Warrego,2015
185,Charleville State School,Darling Downs South West,Murweh (S),State School,Primary,Warrego,2015
215,Charters Towers Central State School,North Queensland,Charters Towers (R),State School,Primary,Dalrymple,2015
3610,Charters Towers School of Distance Education,North Queensland,Charters Towers (R),School of Distance Education,Combined,Dalrymple,2015
2006,Charters Towers State High School,North Queensland,Charters Towers (R),State High School,Secondary,Dalrymple,2015
1924,Chatswood Hills State School,South East,Logan (C),State School,Primary,Springwood,2015
915,Chatsworth State School,North Coast,Gympie (R),State School,Primary,Gympie,2015
677,Chelona State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2015
989,Cherbourg State School,Darling Downs South West,Cherbourg (S),State School,Primary,Callide,2015
1722,Chevallum State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2015
568,Childers State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
866,Chillagoe State School,Far North Queensland,Mareeba (S),State School,Primary,Cook,2015
2087,Chinchilla State High School,Darling Downs South West,Western Downs (R),State High School,Secondary,Warrego,2015
244,Chinchilla State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2015
1789,Churchill State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2015
171,Clare State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2015
3066,Claremont Special School,Metropolitan,Ipswich (C),Special School,Special,Ipswich,2015
1732,Clarendon State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2015
606,Clarke Creek State School,Central Queensland,Isaac (R),State School,Primary,Mirani,2015
2185,Clermont State High School,Central Queensland,Isaac (R),State High School,Secondary,Gregory,2015
21,Clermont State School,Central Queensland,Isaac (R),State School,Primary,Gregory,2015
2070,Cleveland District State High School,South East,Redland (C),State High School,Secondary,Cleveland,2015
3160,Cleveland Education and Training Centre,North Queensland,Townsville (C),School of Distance Education,Combined,Townsville,2015
22,Cleveland State School,South East,Redland (C),State School,Primary,Cleveland,2015
3087,Clifford Park Special School,Darling Downs South West,Toowoomba (R),Special School,Special,Toowoomba South,2015
2111,Clifton State High School,Darling Downs South West,Toowoomba (R),State High School,Secondary,Condamine,2015
687,Clifton State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2015
172,Clinton State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2015
411,Cloncurry State School P-12,North Queensland,Cloncurry (S),State School,Combined,Mount Isa,2015
2091,Clontarf Beach State High School,North Coast,Moreton Bay (R),State High School,Secondary,Redcliffe,2015
162,Clontarf Beach State School,North Coast,Moreton Bay (R),State School,Primary,Redcliffe,2015
2345,Clover Hill State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2015
1254,Cloyna State School,Darling Downs South West,South Burnett (R),State School,Primary,Callide,2015
1225,Coalstoun Lakes State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2015
1956,Collingwood Park State School,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2015
2171,Collinsville State High School,North Queensland,Whitsunday (R),State High School,Secondary,Burdekin,2015
1691,Collinsville State School,North Queensland,Whitsunday (R),State School,Primary,Burdekin,2015
173,Comet State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2015
24,Condamine State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2015
439,Coningsby State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2015
1352,Conondale State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2015
177,Cooktown State School,Far North Queensland,Cook (S),State School,Combined,Cook,2015
638,Coolabunia State School,Darling Downs South West,South Burnett (R),State School,Primary,Nanango,2015
1630,Coolangatta State School,South East,Gold Coast (C),State School,Primary,Currumbin,2015
1927,Coolnwynpin State School,South East,Redland (C),State School,Primary,Capalaba,2015
2165,Coolum State High School,North Coast,Sunshine Coast (R),State High School,Secondary,Noosa,2015
1571,Coolum State School,North Coast,Sunshine Coast (R),State School,Primary,Maroochydore,2015
2166,Coombabah State High School,South East,Gold Coast (C),State High School,Secondary,Broadwater,2015
1909,Coombabah State School,South East,Gold Coast (C),State School,Primary,Broadwater,2015
7122,Coomera Rivers State School,South East,Gold Coast (C),State School,Primary,Coomera,2015
5730,Coomera Springs State School,South East,Gold Coast (C),State School,Primary,Albert,2015
124,Coomera State School,South East,Gold Coast (C),State School,Primary,Coomera,2015
1359,Coominya State School,Metropolitan,Somerset (R),State School,Primary,Nanango,2015
1247,Coopers Plains State School,Metropolitan,Brisbane (C),State School,Primary,Sunnybank,2015
602,Cooran State School,North Coast,Noosa (S),State School,Primary,Gympie,2015
1165,Cooroy State School,North Coast,Noosa (S),State School,Primary,Nicklin,2015
2077,Coorparoo Secondary College,Metropolitan,Brisbane (C),State High School,Secondary,Greenslopes,2015
219,Coorparoo State School,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2015
32,Coowonga State School,Central Queensland,Livingstone (S),State School,Primary,Keppel,2015
1084,Cooyar State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2015
1898,Coppabella State School,Central Queensland,Isaac (R),State School,Primary,Mirani,2015
117,Cordalba State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2015
2055,Corinda State High School,Metropolitan,Brisbane (C),State High School,Secondary,Mount Ommaney,2015
1025,Corinda State School,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2015
2023,Craigslea State High School,Metropolitan,Brisbane (C),State High School,Secondary,Aspley,2015
60,Craigslea State School,Metropolitan,Brisbane (C),State School,Primary,Aspley,2015
1907,Cranbrook State School,North Queensland,Townsville (C),State School,Primary,Mundingburra,2015
399,Crawford State School,Darling Downs South West,South Burnett (R),State School,Primary,Nanango,2015
762,Crescent Lagoon State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2015
1928,Crestmead State School,South East,Logan (C),State School,Primary,Woodridge,2015
293,Crow's Nest State School,Darling Downs South West,Toowoomba (R),State School,Combined,Nanango,2015
165,Croydon State School,Far North Queensland,Croydon (S),State School,Primary,Mount Isa,2015
289,Cunnamulla P-12 State School,Darling Downs South West,Paroo (S),State School,Combined,Warrego,2015
355,Currajong State School,North Queensland,Townsville (C),State School,Primary,Mundingburra,2015
3054,Currimundi Special School,North Coast,Sunshine Coast (R),Special School,Special,Caloundra,2015
1868,Currimundi State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2015
3043,Currumbin Community Special School,South East,Gold Coast (C),Special School,Special,Currumbin,2015
1168,Currumbin State School,South East,Gold Coast (C),State School,Primary,Currumbin,2015
775,Currumbin Valley State School,South East,Gold Coast (C),State School,Primary,Currumbin,2015
892,Dagun State School,North Coast,Gympie (R),State School,Primary,Gympie,2015
1022,Daintree State School,Far North Queensland,Douglas (S),State School,Primary,Cook,2015
1670,Dajarra State School,North Queensland,Cloncurry (S),State School,Primary,Mount Isa,2015
2142,Dakabin State High School,North Coast,Moreton Bay (R),State High School,Secondary,Kallangur,2015
1988,Dakabin State School,North Coast,Moreton Bay (R),State School,Primary,Kallangur,2015
671,Dalby South State School,Darling Downs South West,Western Downs (R),State School,Primary,Condamine,2015
2033,Dalby State High School,Darling Downs South West,Western Downs (R),State High School,Secondary,Condamine,2015
28,Dalby State School,Darling Downs South West,Western Downs (R),State School,Primary,Condamine,2015
950,Dallarnil State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2015
318,Dalveen State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2015
1900,Darling Heights State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2015
